brand,category_code,event_type,count
mica,furniture.universal.light,view,40
michaelkors,electronics.clocks,cart,30
michaelkors,electronics.clocks,purchase,11
michaelkors,electronics.clocks,view,1866
micio,sport.bicycle,cart,23
micio,sport.bicycle,purchase,5
micio,sport.bicycle,view,948
micmax,kids.skates,cart,26
micmax,kids.skates,purchase,10
micmax,kids.skates,view,760
micro,kids.skates,cart,8
micro,kids.skates,view,795
microlab,computers.desktop,cart,915
microlab,computers.desktop,purchase,329
microlab,computers.desktop,view,27380
microlab,electronics.audio.acoustic,cart,6
microlab,electronics.audio.acoustic,purchase,5
microlab,electronics.audio.acoustic,view,867
microlab,electronics.audio.headphone,cart,8
microlab,electronics.audio.headphone,purchase,2
microlab,electronics.audio.headphone,view,1002
micromax,electronics.smartphone,cart,10
micromax,electronics.smartphone,view,496
micromax,electronics.telephone,view,2
micron,computers.components.hdd,view,88
microsoft,computers.notebook,view,99
microsoft,computers.peripherals.keyboard,cart,22
microsoft,computers.peripherals.keyboard,purchase,5
microsoft,computers.peripherals.keyboard,view,784
microsoft,computers.peripherals.mouse,cart,7
microsoft,computers.peripherals.mouse,purchase,3
microsoft,computers.peripherals.mouse,view,720
microsoft,electronics.audio.headphone,view,21
microsoft,electronics.tablet,cart,68
microsoft,electronics.tablet,purchase,23
microsoft,electronics.tablet,view,5238
micuna,furniture.bedroom.bed,view,291
micuna,furniture.bedroom.pillow,view,53
micuna,furniture.kitchen.chair,view,181
midea,appliances.environment.air_conditioner,cart,337
midea,appliances.environment.air_conditioner,purchase,92
midea,appliances.environment.air_conditioner,view,10279
midea,appliances.environment.air_heater,cart,338
midea,appliances.environment.air_heater,purchase,99
midea,appliances.environment.air_heater,view,6701
midea,appliances.environment.vacuum,cart,37
midea,appliances.environment.vacuum,purchase,11
midea,appliances.environment.vacuum,view,1195
midea,appliances.environment.water_heater,cart,150
midea,appliances.environment.water_heater,purchase,46
midea,appliances.environment.water_heater,view,3208
midea,appliances.kitchen.dishwasher,cart,160
midea,appliances.kitchen.dishwasher,purchase,45
midea,appliances.kitchen.dishwasher,view,7520
midea,appliances.kitchen.hob,cart,777
midea,appliances.kitchen.hob,purchase,196
midea,appliances.kitchen.hob,view,18687
midea,appliances.kitchen.hood,cart,596
midea,appliances.kitchen.hood,purchase,152
midea,appliances.kitchen.hood,view,13518
midea,appliances.kitchen.microwave,cart,1237
midea,appliances.kitchen.microwave,purchase,415
midea,appliances.kitchen.microwave,view,19843
midea,appliances.kitchen.oven,cart,246
midea,appliances.kitchen.oven,purchase,78
midea,appliances.kitchen.oven,view,6784
midea,appliances.kitchen.refrigerators,cart,2927
midea,appliances.kitchen.refrigerators,purchase,794
midea,appliances.kitchen.refrigerators,view,86650
midea,appliances.kitchen.washer,cart,6933
midea,appliances.kitchen.washer,purchase,1965
midea,appliances.kitchen.washer,view,78020
midea,computers.components.cooler,cart,332
midea,computers.components.cooler,purchase,77
midea,computers.components.cooler,view,7041
midea,construction.tools.generator,cart,20
midea,construction.tools.generator,purchase,14
midea,construction.tools.generator,view,1799
mido,electronics.clocks,cart,14
mido,electronics.clocks,purchase,3
mido,electronics.clocks,view,1607
midou,kids.skates,view,22
miele,appliances.environment.vacuum,cart,20
miele,appliances.environment.vacuum,purchase,3
miele,appliances.environment.vacuum,view,832
miescarpe,apparel.shoes,view,2
mifold,furniture.living_room.chair,view,136
milano,appliances.kitchen.oven,cart,11
milano,appliances.kitchen.oven,purchase,4
milano,appliances.kitchen.oven,view,356
milavitsa,apparel.underwear,cart,303
milavitsa,apparel.underwear,purchase,49
milavitsa,apparel.underwear,view,31498
military,construction.tools.drill,view,5
millionaire,apparel.shoes,cart,12
millionaire,apparel.shoes,purchase,2
millionaire,apparel.shoes,view,722
millionaire,apparel.shoes.keds,cart,413
millionaire,apparel.shoes.keds,purchase,119
millionaire,apparel.shoes.keds,view,18153
milwaukee,appliances.environment.fan,view,64
milwaukee,appliances.environment.vacuum,view,75
milwaukee,construction.tools.drill,cart,32
milwaukee,construction.tools.drill,purchase,9
milwaukee,construction.tools.drill,view,3565
milwaukee,construction.tools.saw,view,501
milwaukee,construction.tools.screw,view,1
mima,apparel.sock,view,11
mima,furniture.kitchen.chair,cart,2
mima,furniture.kitchen.chair,purchase,1
mima,furniture.kitchen.chair,view,341
mima,furniture.living_room.chair,view,28
mima,kids.carriage,cart,14
mima,kids.carriage,purchase,1
mima,kids.carriage,view,1682
minimen,apparel.shoes,cart,11
minimen,apparel.shoes,view,372
minimen,apparel.shoes.moccasins,view,30
minimen,apparel.shoes.sandals,cart,2
minimen,apparel.shoes.sandals,purchase,2
minimen,apparel.shoes.sandals,view,222
minimotors,kids.skates,cart,36
minimotors,kids.skates,purchase,8
minimotors,kids.skates,view,2010
mio,auto.accessories.videoregister,cart,63
mio,auto.accessories.videoregister,purchase,10
mio,auto.accessories.videoregister,view,2907
mio,furniture.bathroom.toilet,view,20
mio,furniture.bedroom.pillow,view,4
mioshi,kids.toys,cart,1
mioshi,kids.toys,view,52
miracase,accessories.bag,cart,27
miracase,accessories.bag,purchase,6
miracase,accessories.bag,view,524
miracle,accessories.bag,cart,2
miracle,accessories.bag,view,56
miraculous,kids.dolls,cart,6
miraculous,kids.dolls,purchase,1
miraculous,kids.dolls,view,288
mirodel,furniture.bedroom.pillow,view,25
miromaks,furniture.bedroom.pillow,cart,1
miromaks,furniture.bedroom.pillow,view,31
misfit,electronics.clocks,cart,1
misfit,electronics.clocks,view,203
misty,furniture.living_room.cabinet,view,14
mltl,apparel.dress,cart,4
mltl,apparel.dress,view,236
modern,construction.tools.light,cart,5
modern,construction.tools.light,purchase,1
modern,construction.tools.light,view,148
modern,furniture.universal.light,cart,4
modern,furniture.universal.light,view,393
mojdodyr,furniture.living_room.cabinet,cart,3
mojdodyr,furniture.living_room.cabinet,purchase,2
mojdodyr,furniture.living_room.cabinet,view,72
mojmalys,furniture.bedroom.bed,view,88
molfix,kids.fmcg.diapers,view,18
moliabal,accessories.bag,cart,15
moliabal,accessories.bag,purchase,5
moliabal,accessories.bag,view,2225
molodecnomebel,furniture.kitchen.table,cart,2
molodecnomebel,furniture.kitchen.table,view,252
molodecnomebel,furniture.living_room.cabinet,cart,1
molodecnomebel,furniture.living_room.cabinet,view,234
momentum,electronics.clocks,cart,4
momentum,electronics.clocks,purchase,2
momentum,electronics.clocks,view,624
momert,appliances.personal.scales,cart,7
momert,appliances.personal.scales,view,328
momi,kids.fmcg.diapers,view,19
monchhichi,kids.toys,view,138
mongoose,sport.bicycle,cart,21
mongoose,sport.bicycle,view,184
monkey,furniture.kitchen.chair,cart,1
monkey,furniture.kitchen.chair,purchase,2
monkey,furniture.kitchen.chair,view,112
monro,furniture.bedroom.blanket,view,11
monro,furniture.bedroom.pillow,view,37
monsher,appliances.kitchen.hood,view,16
monster,electronics.audio.headphone,view,163
moon,kids.carriage,cart,22
moon,kids.carriage,purchase,8
moon,kids.carriage,view,1045
moongmbh,kids.carriage,view,12
moony,kids.fmcg.diapers,cart,116
moony,kids.fmcg.diapers,purchase,44
moony,kids.fmcg.diapers,view,1023
mooveandfun,sport.trainer,cart,1
mooveandfun,sport.trainer,view,158
morel,electronics.audio.subwoofer,cart,50
morel,electronics.audio.subwoofer,purchase,17
morel,electronics.audio.subwoofer,view,2743
moser,appliances.personal.hair_cutter,cart,157
moser,appliances.personal.hair_cutter,purchase,44
moser,appliances.personal.hair_cutter,view,4453
motivyotdyha,kids.swing,purchase,1
motivyotdyha,kids.swing,view,16
motorola,electronics.clocks,view,427
motorola,electronics.smartphone,view,15
moulinex,appliances.kitchen.blender,cart,409
moulinex,appliances.kitchen.blender,purchase,116
moulinex,appliances.kitchen.blender,view,11791
moulinex,appliances.kitchen.coffee_grinder,cart,2
moulinex,appliances.kitchen.coffee_grinder,purchase,1
moulinex,appliances.kitchen.coffee_grinder,view,190
moulinex,appliances.kitchen.coffee_machine,cart,4
moulinex,appliances.kitchen.coffee_machine,view,354
moulinex,appliances.kitchen.juicer,cart,88
moulinex,appliances.kitchen.juicer,purchase,24
moulinex,appliances.kitchen.juicer,view,3198
moulinex,appliances.kitchen.kettle,cart,35
moulinex,appliances.kitchen.kettle,purchase,8
moulinex,appliances.kitchen.kettle,view,1015
moulinex,appliances.kitchen.meat_grinder,cart,1171
moulinex,appliances.kitchen.meat_grinder,purchase,396
moulinex,appliances.kitchen.meat_grinder,view,32323
moulinex,appliances.kitchen.mixer,cart,55
moulinex,appliances.kitchen.mixer,purchase,18
moulinex,appliances.kitchen.mixer,view,2027
moulinex,appliances.kitchen.toster,cart,26
moulinex,appliances.kitchen.toster,purchase,12
moulinex,appliances.kitchen.toster,view,1099
moxom,electronics.audio.headphone,view,1
mozgamebel,furniture.bedroom.bed,cart,3
mozgamebel,furniture.bedroom.bed,view,281
mrm-power,appliances.personal.hair_cutter,cart,7
mrm-power,appliances.personal.hair_cutter,purchase,1
mrm-power,appliances.personal.hair_cutter,view,188
msb,appliances.kitchen.oven,view,2
msi,computers.components.cooler,cart,7
msi,computers.components.cooler,purchase,2
msi,computers.components.cooler,view,548
msi,computers.components.motherboard,cart,182
msi,computers.components.motherboard,purchase,37
msi,computers.components.motherboard,view,7964
msi,computers.components.videocards,cart,827
msi,computers.components.videocards,purchase,225
msi,computers.components.videocards,view,29313
msi,computers.notebook,cart,514
msi,computers.notebook,purchase,97
msi,computers.notebook,view,28962
msi,computers.peripherals.keyboard,cart,16
msi,computers.peripherals.keyboard,purchase,4
msi,computers.peripherals.keyboard,view,647
msi,computers.peripherals.monitor,cart,183
msi,computers.peripherals.monitor,purchase,34
msi,computers.peripherals.monitor,view,5298
msi,computers.peripherals.mouse,cart,21
msi,computers.peripherals.mouse,purchase,9
msi,computers.peripherals.mouse,view,642
msi,electronics.audio.headphone,cart,17
msi,electronics.audio.headphone,purchase,2
msi,electronics.audio.headphone,view,101
mstar,kids.carriage,cart,4
mstar,kids.carriage,view,278
munchkin,kids.toys,view,8
muqajankz,accessories.bag,cart,30
muqajankz,accessories.bag,purchase,5
muqajankz,accessories.bag,view,2125
muqajankz,accessories.wallet,cart,115
muqajankz,accessories.wallet,purchase,31
muqajankz,accessories.wallet,view,5723
mustang,construction.tools.drill,view,2
mutsy,kids.carriage,view,145
mydean,auto.accessories.player,cart,5
mydean,auto.accessories.player,purchase,1
mydean,auto.accessories.player,view,1398
mykronoz,electronics.clocks,cart,204
mykronoz,electronics.clocks,purchase,60
mykronoz,electronics.clocks,view,9771
myprotein,apparel.shirt,view,102
myprotein,apparel.trousers,cart,1
myprotein,apparel.trousers,view,95
myprotein,apparel.tshirt,view,39
mystery,auto.accessories.player,cart,3
mystery,auto.accessories.player,view,631
mystery,auto.accessories.radar,cart,2
mystery,auto.accessories.radar,purchase,1
mystery,auto.accessories.radar,view,150
mystery,auto.accessories.videoregister,cart,8
mystery,auto.accessories.videoregister,purchase,2
mystery,auto.accessories.videoregister,view,499
mystery,electronics.audio.subwoofer,cart,82
mystery,electronics.audio.subwoofer,purchase,29
mystery,electronics.audio.subwoofer,view,4274
mz,kids.toys,cart,21
mz,kids.toys,purchase,2
mz,kids.toys,view,1768
nady,electronics.audio.microphone,view,29
nagano,appliances.environment.air_conditioner,view,92
nakamichi,auto.accessories.player,cart,222
nakamichi,auto.accessories.player,purchase,65
nakamichi,auto.accessories.player,view,8148
nakamichi,electronics.audio.subwoofer,cart,37
nakamichi,electronics.audio.subwoofer,purchase,16
nakamichi,electronics.audio.subwoofer,view,1585
namazu,accessories.bag,cart,1
namazu,accessories.bag,view,214
nanga,apparel.shoes,cart,7
nanga,apparel.shoes,purchase,1
nanga,apparel.shoes,view,2698
nania,furniture.living_room.chair,cart,100
nania,furniture.living_room.chair,purchase,30
nania,furniture.living_room.chair,view,5040
naomi,appliances.sewing_machine,cart,7
naomi,appliances.sewing_machine,purchase,3
naomi,appliances.sewing_machine,view,211
naranda,electronics.audio.acoustic,cart,10
naranda,electronics.audio.acoustic,purchase,3
naranda,electronics.audio.acoustic,view,113
nardi,appliances.kitchen.hob,view,18
native,apparel.shoes,cart,110
native,apparel.shoes,purchase,36
native,apparel.shoes,view,11617
natrol,appliances.kitchen.toster,cart,9
natrol,appliances.kitchen.toster,purchase,6
natrol,appliances.kitchen.toster,view,565
navitel,auto.accessories.videoregister,cart,182
navitel,auto.accessories.videoregister,purchase,68
navitel,auto.accessories.videoregister,view,7871
navitel,electronics.tablet,cart,8
navitel,electronics.tablet,purchase,3
navitel,electronics.tablet,view,546
neff,appliances.kitchen.microwave,view,26
nella,kids.dolls,view,35
neo,accessories.bag,view,24
neo,appliances.kitchen.juicer,view,50
neo,appliances.kitchen.kettle,view,9
neo,appliances.kitchen.meat_grinder,view,24
neo,appliances.kitchen.oven,cart,2
neo,appliances.kitchen.oven,purchase,1
neo,appliances.kitchen.oven,view,532
neo,appliances.kitchen.refrigerators,view,6
neo,computers.desktop,cart,165
neo,computers.desktop,purchase,32
neo,computers.desktop,view,20353
neoline,auto.accessories.radar,cart,439
neoline,auto.accessories.radar,purchase,93
neoline,auto.accessories.radar,view,11520
neoline,auto.accessories.videoregister,cart,1334
neoline,auto.accessories.videoregister,purchase,329
neoline,auto.accessories.videoregister,view,43583
neptun,construction.components.faucet,view,306
netechnics,computers.desktop,cart,261
netechnics,computers.desktop,purchase,67
netechnics,computers.desktop,view,25127
neumann,electronics.audio.microphone,cart,6
neumann,electronics.audio.microphone,purchase,1
neumann,electronics.audio.microphone,view,361
newco,auto.accessories.compressor,view,5
nexpero,accessories.bag,cart,7
nexpero,accessories.bag,view,442
nexpero,apparel.shoes,cart,737
nexpero,apparel.shoes,purchase,218
nexpero,apparel.shoes,view,41258
nexpero,apparel.shoes.keds,cart,318
nexpero,apparel.shoes.keds,purchase,106
nexpero,apparel.shoes.keds,view,13350
nexpero,apparel.shoes.slipons,cart,14
nexpero,apparel.shoes.slipons,purchase,5
nexpero,apparel.shoes.slipons,view,723
next,kids.skates,view,304
nexttab,electronics.tablet,cart,170
nexttab,electronics.tablet,purchase,71
nexttab,electronics.tablet,view,6950
nexttool,construction.tools.drill,view,63
nexttool,construction.tools.welding,cart,2
nexttool,construction.tools.welding,view,22
nici,kids.toys,cart,1
nici,kids.toys,view,110
niio,kids.skates,cart,52
niio,kids.skates,purchase,14
niio,kids.skates,view,1070
nik,furniture.living_room.chair,cart,3
nik,furniture.living_room.chair,view,53
nik,furniture.living_room.sofa,cart,11
nik,furniture.living_room.sofa,purchase,4
nik,furniture.living_room.sofa,view,1380
nika,appliances.ironing_board,cart,1843
nika,appliances.ironing_board,purchase,609
nika,appliances.ironing_board,view,32702
nika,furniture.kitchen.chair,cart,15
nika,furniture.kitchen.chair,purchase,5
nika,furniture.kitchen.chair,view,419
nike,accessories.bag,cart,13
nike,accessories.bag,purchase,1
nike,accessories.bag,view,833
nike,apparel.costume,cart,172
nike,apparel.costume,purchase,72
nike,apparel.costume,view,29812
nike,apparel.shoes,cart,146
nike,apparel.shoes,purchase,69
nike,apparel.shoes,view,6742
nike,apparel.shoes.keds,cart,543
nike,apparel.shoes.keds,purchase,169
nike,apparel.shoes.keds,view,61184
nike,apparel.shoes.sandals,cart,1
nike,apparel.shoes.sandals,view,286
nike,apparel.shoes.step_ins,cart,11
nike,apparel.shoes.step_ins,purchase,5
nike,apparel.shoes.step_ins,view,803
nike,apparel.trousers,cart,14
nike,apparel.trousers,purchase,3
nike,apparel.trousers,view,1012
nike,apparel.tshirt,cart,71
nike,apparel.tshirt,purchase,33
nike,apparel.tshirt,view,5063
nikon,electronics.camera.photo,cart,111
nikon,electronics.camera.photo,purchase,27
nikon,electronics.camera.photo,view,4482
ninebot,kids.skates,cart,29
ninebot,kids.skates,purchase,11
ninebot,kids.skates,view,1402
nitecore,sport.bicycle,cart,3
nitecore,sport.bicycle,view,486
